Source,Target,Strength
3226586376,3284112337,3
3226586376,4236806414,3
3226951291,743600698416332800,3
323021389,111216929,3
323085742,358545917,3
3231865460,471672239,3
323337476,15463671,3
3233867732,471672239,3
3234026785,26487169,5
3234067815,722942823847170048,3
3234781559,734203266964295680,3
3237940072,4720378829,3
32389958,471672239,4
3239029664,742749379623165955,3
3239776277,111216929,6
3239853627,24127811,4
324085045,4761064634,3
3241032604,471672239,3
3241409597,2534195028,3
3242026466,471672239,3
324290289,347627434,3
324290289,471672239,3
3243767079,2534195028,3
3245332410,471672239,3
3245666764,471672239,3
3246358172,26487169,4
3247780708,471672239,3
324888907,26487169,3
32495636,26487169,3
3252669380,358545917,3
3254277065,331057915,6
3254771270,777879358451093504,5
3254982230,24127811,3
3257146604,3570697343,3
3257276071,26487169,6
325852273,26487169,3
325852273,4761064634,3
3258945304,24127811,3
3263253388,24127811,3
3264908461,309507255,3
3264908461,331376866,3
3266230939,19211550,3
3267121628,26487169,3
3267359448,26487169,3
326957730,3367987133,3
3270559782,779739206339928064,3
3276212370,471672239,3
3278831193,734886138326847491,3
3280229443,358545917,3
328266970,26487169,4
3282761569,26487169,3
3282761569,471672239,3
3283426488,111216929,4
3283629240,26487169,3
3283723057,16163639,3
3283723057,26487169,3
3284033108,459872442,3
328542104,471672239,3
3285693535,26487169,3
328576045,26487169,4
328659153,331376866,3
3286922574,26487169,4
32877719,16163639,3
3288362353,1618641848,3
3288362353,26487169,3
3290217551,109065990,3
329144723,26487169,3
3291910059,26487169,9
3294291206,111216929,3
32946026,26487169,3
3296515157,471672239,4
3296734251,199056422,5
3296734251,723121317596155904,3
3297022953,3297022953,8
3298490413,26487169,3
329872564,111216929,4
329880387,329880387,17
329939178,358545917,4
3301040332,39344374,3
3302447514,26487169,4
3303947876,761401522798333952,3
330487457,26487169,7
330487457,471672239,4
3307524787,4598517098,6
330759494,111216929,3
3308398352,236487888,4
3308915203,358545917,3
3308915203,438829074,4
3309130765,26487169,8
3309130765,471672239,3
3309295093,471672239,3
3309305760,471672239,4
3309884754,26487169,4
3309967506,721737068322271232,3
3310085629,471672239,3
331057915,192935052,3
331057915,285967672,5
3312186497,734886138326847491,3
3312644679,26487169,3
3313075368,109065990,4
3313075368,39344374,3
3313959727,471672239,4
3314529347,471672239,3
3317319301,1367531,3
33191848,358545917,4
33191848,4627222575,3
3319254798,471672239,3
3319389643,26487169,6
3321952723,358545917,6
3321952723,471672239,3
3322416832,471672239,4
3322642872,87229781,3
3325022811,26487169,4
3325543588,24127811,3
33270656,16163639,5
3329052733,471672239,3
3330125487,26487169,6
33381229,4761064634,3
333823882,26487169,7
33390366,16623835,3
33410754,393190233,3
3341481,192935052,3
3341481,331057915,6
3341525116,365118768,8
3343775427,2716396878,3
334672145,4761064634,3
3347181269,3347181269,3
3347181269,471672239,3
3347181269,999453985,3
334923393,16163639,3
335053862,335053862,3
33515320,24127811,3
3351788417,3383049855,3
335431998,875627605,4
335499722,1125937411,3
335499722,4761064634,3
335500784,14069721,10
335638169,111216929,4
335645986,18643437,3
33569976,16163639,4
33569976,26487169,4
335721343,26487169,4
3358431453,4584443975,3
3361775416,26487169,4
3365603529,24127811,4
3365929053,111216929,3
3373447595,16163639,3
3373787331,24127811,4
3375202551,358545917,3
3376781080,39344374,3
337856162,109065990,3
3383049855,358545917,3
3384385671,471672239,3
338567078,24127811,3
3390098350,43969372,3
3390324809,3390324809,3
3391185461,471672239,3
339194362,26487169,4
3392039289,236487888,5
3394601549,16163639,4
3395130700,3881869607,3
3395689149,26487169,3
339574363,24127811,3
33981571,26487169,5
33981571,438829074,5
33981571,90480218,3
3399851125,762863721370660864,3
3400009402,109065990,8
34001553,102862980,3
3401561813,830297994,3
3401903174,4761064634,3
3404732146,3111909523,3
34049518,4761064634,3
340534889,111216929,4
3405607821,15513604,4
3406085129,24127811,3
3407550015,358545917,3
3407890707,26487169,3
3408036279,16163639,5
3408199931,4761064634,3
3408577941,26487169,6
3408791968,18643437,3
3408791968,26487169,6
3409174167,3367987133,4
3409715445,3409715445,3
3410649923,26487169,3
3410689588,236487888,3
3410689588,26487169,4
3410689588,3410689588,3
3410689588,39344374,3
3410891445,3410891445,5
341127224,3387188439,6
3413212065,3284112337,4
3415038574,4761064634,3
3415287255,26487169,3
3416490233,1367531,3
3416490233,26487169,8
3416490233,471672239,4
3417755386,26487169,3
3418509185,24127811,4
3421045907,15513604,3
3421327821,236487888,3
3421327821,26487169,5
3424416333,26487169,5
3424653881,26487169,4
3425292893,26487169,3
3430537311,26487169,4
3430537311,4236806414,3
3430537311,471672239,3
3433504023,3340501694,4
3433800394,26487169,6
3435940588,358545917,4
3435940588,471672239,3
344058619,331057915,5
3440693962,26487169,3
3442013356,471672239,3
3443212698,26487169,3
3447337643,24127811,3
344918904,24127811,3
3449527579,24127811,3
345019341,16163639,4
3451152737,471672239,3
345343418,26487169,3
345451967,462104542,3
345451967,471672239,4
34605070,26487169,5
3462405673,471672239,3
3468586467,3408847582,3
3468586467,471672239,3
34701889,199056422,4
34715248,471672239,3
347627434,26487169,5
347627434,471672239,4
34842246,34842246,3
349114009,471672239,3
34926024,16163639,3
34955929,34955929,10
3496653913,3890933907,4
3497865853,26487169,7
3497865853,3383049855,3
3497865853,39344374,3
3497865853,471672239,3
3497865853,4761064634,3
3497865853,779739206339928064,3
3499636752,471672239,4
350129163,111216929,5
350129163,24127811,3
3507169515,471672239,3
35132551,471672239,4
3517723337,429229693,3
3517723337,4761064634,4
3528734117,466144416,4
352900778,358545917,4
35336511,111216929,4
3538733835,26487169,5
3540699975,374775473,3
35437505,126433539,3
35500378,18956073,3
3551147605,2534195028,3
3551147605,26487169,9
3551147605,3284112337,4
3551147605,466144416,5
355151947,26487169,4
356324005,109065990,4
356324005,15669672,3
356324005,26487169,5
3569696962,26487169,3
3570697343,3570697343,13
357112923,18557659,3
3572711957,732578156973068288,3
3575972834,16163639,3
357765984,471672239,3
358080767,16163639,9
3586652594,26487169,3
3589878313,26487169,3
359089492,2746979823,3
359524918,471672239,3
360141838,24127811,3
3604566509,26487169,3
36048950,26487169,3
360667233,26487169,3
360694503,16163639,8
3608463552,471672239,4
3609792558,111216929,3
3610245193,26487169,3
3610245193,471672239,4
36119530,471672239,4
361444464,471672239,3
361989594,26487169,3
362503598,26487169,4
36316589,462104542,3
3632561832,16163639,3
36370935,26487169,3
3637329082,358545917,3
363883148,1426219171,4
3639087436,26487169,3
364032315,4761064634,3
3640734136,26487169,9
3640734136,471672239,3
364298687,26487169,4
364380468,26487169,8
365109321,471672239,3
365168112,109065990,4
3651908234,471672239,4
3656737035,14669951,4
3664925599,26487169,4
36700664,550708707,3
3672940045,26487169,4
3678420496,26487169,6
3678420496,471672239,4
3685247237,3685247237,7
3691724716,471672239,3
369292117,24127811,4
369292654,26487169,3
369484955,14069721,3
36959190,471672239,3
3699375376,26487169,4
37040459,471672239,3
371072641,24127811,12
371072641,26487169,5
37113455,26487169,3
3711377115,26487169,5
3717452056,236487888,3
3719994193,24127811,4
3720761353,26487169,3
37266969,2733816872,4
373011154,16163639,4
373011154,26487169,3
373157754,2667857126,5
3731667975,26487169,7
3731667975,3367987133,4
3733116913,3383049855,3
3734120892,438829074,8
373593476,471672239,3
3739067240,26487169,5
373938490,26487169,3
373938490,471672239,3
373938490,4855687055,3
3740933056,26487169,8
374138602,374138602,7
374226275,26487169,5
3744122597,26487169,7
374549560,374549560,3
37470180,26487169,3
374826129,24127811,4
374826129,2461452080,3
3757015887,438829074,4
3757015887,710738910725275648,6
375943181,358545917,3
376531194,26487169,5
376876772,110213124,3
3774929113,16163639,4
378175619,4761064634,4
378675714,111216929,3
378705132,24127811,3
3788511796,3788511796,10
3795292154,24127811,4
379869831,111216929,4
3800043494,26487169,4
38012558,16163639,13
38012558,26487169,5
38012558,358545917,3
38022781,26487169,9
380674967,26487169,3
380704594,26487169,3
3807282738,199056422,4
381858912,4870642869,3
3835176261,3835176261,26
3837262032,3383049855,4
3838126534,985572746,3
384005220,26487169,3
384094961,358545917,5
384094961,783114170644303872,3
3841058056,24127811,3
384118837,2534195028,3
38415042,2733816872,6
38422859,331376866,5
384293053,407490941,3
3843640245,3284112337,3
384538391,26487169,3
3846093279,26487169,4
3848820318,374775473,3
3854255787,3383049855,4
385703793,471672239,3
3865675754,779739206339928064,3
3866369175,3890933907,4
387067647,777879358451093504,3
3874903875,24127811,4
3876731894,3876731894,4
3878109028,358545917,4
387813577,358545917,3
3883769178,3284112337,3
3886015993,2461452080,3
3886099279,26487169,3
3886099279,358545917,3
3886099279,718056742962073601,3
3886184593,26487169,3
3886241233,26487169,4
3886241233,471672239,4
3892526116,779739206339928064,3
389486216,109065990,5
3896298147,471672239,4
389657070,358545917,3
3900268108,734886138326847491,4
390146596,26487169,3
390146596,471672239,3
39017735,358545917,3
391110906,18643437,3
391259816,109065990,3
391319223,26487169,5
3914047581,471672239,4
391497091,2534195028,4
39155108,26487169,3
3919134861,26487169,3
3923762177,2753220014,3
3928500439,24127811,3
393048573,471672239,3
393162108,466144416,4
3932948237,4761064634,3
3934213452,710990834972233728,3
3936603020,26487169,4
394379881,26487169,3
3946365557,24127811,3
3947091915,3387188439,5
3947278757,471672239,3
3949845803,3367987133,5
3949845803,462104542,4
3950299215,26487169,7
3950832315,98967516,3
3950851582,3950851582,3
3951026057,718056742962073601,3
3951163695,471672239,3
3951629363,471672239,3
3951682217,26487169,3
3951759562,471672239,3
39526741,459872442,4
395476407,26487169,5
3955451301,111216929,3
3956394554,26487169,4
3959778976,3570697343,3
3959778976,66054233,3
3961106899,45641358,3
3961244363,2746979823,4
396198196,358545917,3
396231754,3284112337,3
396231754,4698013082,3
3964410253,109065990,3
39678501,26487169,4
39755667,358545917,3
3976085120,24127811,3
398160547,24127811,4
398433203,24127811,5
39890009,358545917,3
3989262431,26487169,3
399745111,3408847582,3
3997870336,4761064634,3
39981309,26487169,3
400111047,471672239,3
400244959,26487169,4
4002449655,26487169,3
40047146,3890933907,18
4006650737,4761064634,3
400882554,24127811,3
4009886297,1367531,3
4009886297,15513604,3
401080387,16163639,3
4012078510,2534195028,3
401657173,2255983068,4
401657173,26487169,4
401748480,26487169,5
4017521301,16163639,5
4019044937,4019044937,3
4021377861,436594025,3
40277679,110213124,3
40290737,26487169,3
4030559243,18643437,3
4030559243,471672239,3
40325091,358545917,3
40325091,4761064634,3
40326161,24127811,3
40334543,26487169,5
40334543,471672239,4
4040707780,26487169,5
4040707780,471672239,3
404334121,111216929,4
404459059,166100601,3
404463989,26487169,3
4046491581,109065990,4
405066164,471672239,4
4057854497,471672239,3
405959355,26487169,3
405962141,26487169,3
40616862,26487169,3
4064331736,3570697343,4
4064331736,4738204860,6
406686940,16163639,3
406686940,358545917,3
4068198615,4074814018,3
407490941,407490941,4
4076935702,3383049855,3
4077347483,471672239,4
408590976,109065990,3
4086580156,4086580156,3
409430647,409430647,4
40943744,342942805,3
409503621,24127811,12
40988391,26487169,3
40991765,130496027,3
4101682175,16163639,3
41063452,16163639,3
411626852,358545917,3
413208398,3111909523,3
413765264,26487169,4
413894910,2534195028,5
413894910,471672239,3
4142593048,471672239,4
4145098165,111216929,3
4145603123,26487169,4
4145603123,471672239,4
41458112,471672239,3
414857304,236487888,3
415175014,236487888,6
415725818,358545917,3
415725818,438829074,5
41584867,3383049855,3
4163792778,26487169,8
4163792778,358545917,3
4163792778,471672239,3
4164429193,111216929,3
4166714621,3911057572,3
416714410,26487169,3
4171684919,26487169,6
41749416,111216929,3
417497777,4761064634,4
41758974,459872442,3
4179814341,462104542,3
4182688875,466144416,3
4189063032,471672239,3
419228673,18643437,3
4193942273,358545917,3
419429445,894097136,5
4196436912,26487169,4
4196754560,16163639,3
420502656,26487169,4
420502656,358545917,3
420502656,704426952820535296,3
4214317126,2534195028,3
42284908,710990834972233728,3
423010133,26487169,6
4230384973,16163639,7
4230384973,26487169,5
4230384973,358545917,3
42327529,26487169,3
4234882707,1499268588,4
4234882707,26487169,4
4235632753,4235632753,3
4237561584,2753220014,3
4237563432,358545917,3
4239434446,26487169,5
4239434446,471672239,3
424256116,16244449,3
42502437,466144416,5
425125521,24127811,3
4251850093,26487169,4
4260601546,24127811,5
4260720134,26487169,3
4260720134,471672239,3
426200440,2733816872,3
426290352,3911057572,12
426318954,471672239,3
4265514193,16163639,3
4266369741,26487169,4
4267265183,4267265183,3
4268991619,26487169,3
4270517292,471672239,4
427495215,79745758,5
42769580,26487169,4
427872143,471672239,4
4279395148,18545481,4
428025955,137777900,3
4280482340,26487169,6
4281863501,3284112337,3
428224490,753255861439520768,3
4283417893,24127811,4
42926101,604940737,3
429429068,471672239,3
4294596374,26487169,3
4298123908,2534195028,3
4298123908,3284112337,3
429978726,26487169,3
43012783,18643437,3
43012783,705333567543504896,3
4304419334,4304419334,4
4307533814,50836292,3
430971306,4761064634,4
431243129,471672239,3
431312488,26487169,6
43181625,471672239,3
431917957,471672239,3
431917957,708098284473204736,4
431917957,783114170644303872,3
43245054,331057915,4
4324657154,4761064634,3
433703539,66054233,3
4342659921,585651074,3
4346098152,471672239,3
43508994,358545917,3
4350900315,26487169,3
4362795376,26487169,4
436360631,272114651,3
436594025,436594025,12
436928552,26487169,3
438013425,24127811,3
438051476,466144416,3
43886269,111216929,3
43948670,471672239,3
441158172,3284112337,3
441158172,4761064634,3
4412137636,3367987133,6
4412137636,358545917,4
4421492243,26487169,7
4421492243,3367987133,7
4421492243,471672239,4
4422984375,26487169,4
4422984375,3367987133,6
4429461077,26487169,3
4430503527,1548975014,3
4430503527,272114651,3
4430503527,708098284473204736,4
4430503527,783114170644303872,3
4438433114,26487169,4
444002591,22719849,4
4443655752,26487169,3
4445570548,26487169,4
44542844,236487888,5
4459753935,26487169,3
4464795880,26487169,5
4464795880,39344374,3
4468874174,49424542,4
4476428301,2534195028,4
448092566,734203266964295680,3
4481114002,1697365488,3
448510528,358545917,5
448510528,438829074,3
4490483835,4490483835,4
4497975453,16163639,3
4499591421,471672239,4
450171502,3387188439,3
4504753632,26487169,5
4512429620,26487169,11
451491354,26487169,3
45154341,109065990,4
45154341,14505245,5
4516076294,26487169,3
4516746447,471672239,3
45208226,109065990,4
4521330855,18380551,7
45253608,466144416,3
4533072494,358545917,3
453638875,471672239,3
4541306123,111216929,3
454515349,752251851295174656,3
45507382,111216929,3
455081148,455081148,7
4558261653,3890933907,11
456333369,884024311,4
45647641,24127811,4
4567491501,466144416,3
4584772713,4584772713,5
458709872,109065990,4
45951402,358545917,3
459612537,16163639,9
459612537,26487169,3
459612537,3383049855,4
4598517098,4598517098,6
4609839138,205644304,3
46121931,331057915,3
4618084100,236487888,3
462570323,26487169,4
46260456,26487169,5
463464452,358545917,3
4635596660,87229781,3
4649106135,109065990,3
4655360417,239760871,3
4660013206,26487169,3
466109180,26487169,5
466114522,358545917,3
466123593,236487888,3
466144416,466144416,8
4661661853,393190233,3
466217337,111216929,3
46741795,236487888,3
467955084,26487169,7
4687162639,745495346315309057,3
4687760371,16163639,3
468928993,26487169,3
468956703,26487169,3
469086244,15669672,3
469086244,18643437,4
46916472,130496027,3
4693602139,2461452080,3
4696023295,26487169,3
4696541605,4262146367,4
4697250193,26487169,4
4698013082,471672239,3
469808833,26487169,4
469808833,471672239,4
469816425,3233109207,3
4698996900,26487169,4
4698996900,471672239,3
4699293522,471672239,3
4700477725,358545917,5
4700477725,4855880189,3
4700477725,574915137,4
4716475529,187215601,5
4720378829,4720378829,14
47261104,1558510549,3
4726260439,3890933907,4
472653951,26487169,3
4729637907,438829074,3
4729714512,3890933907,3
4731209658,358545917,3
4731209658,438829074,4
4735176079,16163639,4
4735176079,438829074,6
47432229,374775473,3
474450287,110213124,3
4745483714,471672239,3
47482681,24127811,3
4751156820,26487169,3
4751570748,4780854029,4
47534597,26487169,3
475690797,3284112337,3
4757985865,26487169,3
4761064634,4761064634,23
4761064634,779739206339928064,3
4761324133,26487169,3
4765014254,111216929,3
4765070485,24127811,6
47697376,26487169,6
476995113,15669672,3
47792401,3284112337,4
47792401,4761064634,3
478190800,26487169,3
47841147,26487169,3
4784855425,14515799,9
47874876,394260665,4
47874876,4503128412,11
47874876,747354630888235008,11
4789906767,471672239,3
479199117,24127811,5
47925659,471672239,3
4795196058,783114170644303872,3
479604138,17007782,7
479604138,18071473,3
4799702183,716975907060195328,4
4803630864,26487169,3
480500298,26487169,5
48066646,884024311,3
4807306582,24716002,4
4813881008,4553803392,5
4817119207,358545917,3
481972015,884024311,3
4821375853,574915137,5
4821920832,26487169,7
4821920832,358545917,3
4821920832,471672239,3
4822039626,26487169,6
48223373,438829074,3
4822750516,471672239,3
482319564,111216929,4
4824422625,4870642869,4
4826510725,2270517973,3
4826510725,26487169,8
4826510725,4826510725,7
4826912636,4236806414,3
4826912636,54065567,3
4826912636,779739206339928064,3
4827451242,26487169,6
4828288743,18643437,3
4828461104,358545917,4
482933199,471672239,3
4830482521,721737068322271232,5
4831637882,26487169,3
4832370263,471672239,3
4835421670,26487169,5
4835421670,3383049855,5
4835568794,26487169,3
4839710530,93295809,8
4839750759,358545917,5
4840244240,26487169,4
4840244240,3383049855,5
4840342132,4840342132,9
4840493313,16163639,4
4842405982,3367987133,3
4842547951,130496027,3
484392100,26487169,6
484477723,15669672,3
484477723,272114651,3
484477723,708098284473204736,3
4848473285,26487169,3
4851343726,471672239,3
4851681461,26487169,4
4851730959,16163639,5
4851730959,24127811,7
4851826737,4074814018,3
4852473305,26487169,11
4852473305,471672239,3
485317023,26487169,4
4853583291,471672239,3
4853736042,519216193,3
4854399704,26487169,3
4854399704,471672239,3
4854732196,24127811,3
4854853970,24127811,3
4855104794,471672239,3
4855439824,471672239,3
4855587569,109065990,4
4855587569,471672239,3
4855687055,1499268588,3
4855687055,15995652,3
4855687055,4855687055,74
4855687055,769453879306162176,3
4856166765,471672239,3
4857682107,18643437,3
4857682107,471672239,3
4858017897,26487169,3
4858947569,4761064634,3
485960927,26487169,3
4860394491,438829074,4
4861751910,519216193,5
486205523,26487169,3
486205523,471672239,3
4864056067,471672239,4
4864402683,24127811,13
4865796322,2534195028,4
486882714,26487169,5
4870772656,26487169,4
4871096265,111642101,3
4871960676,236487888,3
4871992311,471672239,4
4872095711,471672239,3
4872131123,24127811,10
4872545033,26487169,3
4873947553,26487169,4
4875129611,4875129611,4
48776482,331057915,8
4879865781,26487169,6
4879865781,3284112337,4
4882757247,26487169,3
4883584173,26487169,3
4883801255,26487169,6
4884913213,49240542,6
4885097979,471672239,3
488543818,26487169,5
4886213447,4761064634,4
4886380750,3383049855,3
48866739,26487169,10
48866739,358545917,6
4886708955,3139898299,4
4889784711,18643437,3
4889784711,358545917,5
4889784711,39344374,3
4895353953,236487888,4
4895910451,24127811,3
4898400250,2534195028,3
4898400250,26487169,7
4898400250,3284112337,4
4898400250,471672239,4
4901201023,4780854029,3
490179072,471672239,3
4905645177,16163639,5
4906718786,358545917,5
4906918580,2534195028,4
4906918580,3284112337,3
4906918580,3914047581,6
4908724512,4908724512,8
49099638,358545917,3
4910378597,16163639,3
4910378597,471672239,4
491046083,4761064634,3
4911314093,39344374,3
4911361640,26487169,3
491748291,26487169,5
491748291,358545917,4
491748291,43969372,11
4919649603,3284112337,3
4921629861,3383049855,3
4925767476,111216929,4
493139231,26487169,4
493185954,16163639,4
493185954,26487169,4
49335376,49335376,3
493926139,26487169,3
495602226,24127811,3
49561002,26487169,3
496148442,358545917,4
49741096,24127811,3
498007394,26487169,4
498007394,3367987133,4
498007394,471672239,3
498007394,4870642869,3
498065893,358545917,3
49817093,130496027,3
49886799,714908382725996546,3
499815801,14069721,4
500034180,26487169,3
50009801,24127811,3
500240347,16163639,3
500240347,24127811,5
500240347,26487169,3
500240347,358545917,6
500364973,4761064634,3
501052337,358545917,5
501459864,43969372,3
50228468,55312746,3
50322571,49698134,3
503308612,26487169,4
503308612,39344374,3
503308612,471672239,3
504129552,24127811,4
50484213,24127811,5
50484213,26487169,4
505118761,26487169,3
507877806,47451496,4
508783323,471672239,3
50927030,26487169,3
512559415,4761064634,3
513772050,16163639,4
513772050,236487888,3
513873998,192091856,4
513873998,26487169,4
513873998,471672239,3
514639148,109065990,3
51570539,358545917,3
517022181,3284112337,3
518375650,109065990,4
518399661,236487888,3
518948532,26487169,5
518948532,779739206339928064,3
51967388,471672239,3
520479710,18643437,3
520479710,358545917,6
520556809,24127811,3
522482557,26487169,5
52313226,331057915,21
524901955,24127811,10
525636026,16163639,5
525726943,358545917,3
525781567,26487169,4
525884669,466144416,3
528574374,471672239,3
530903891,19211550,3
530903891,26487169,5
53119816,45190383,4
531475091,4761064634,3
531482624,471672239,3
531497189,26487169,3
531565758,16163639,10
531565758,18176907,3
531565758,24127811,4
531565758,90480218,4
531649280,109065990,3
532513408,471672239,3
534516052,111216929,3
535998595,111216929,4
536503190,26487169,5
538481859,26487169,3
540224975,26487169,4
540348443,24127811,4
540553659,26487169,4
541198983,471672239,3
541472368,4761064634,3
541833926,236487888,10
541833926,471672239,4
541902518,24127811,3
542047708,2992357336,3
54233083,26487169,4
542400979,111216929,8
54271220,26487169,4
542918338,2746979823,3
542997188,26487169,3
543028480,3890933907,3
544558810,15513604,3
544589549,26487169,8
54600895,236487888,3
54661743,459872442,7
548462015,26487169,3
548462015,3284112337,3
54935632,26487169,4
550139275,11866582,3
550529872,24127811,3
55074692,471672239,4
551335832,471672239,3
552335271,829735580,3
55310647,24127811,4
55312746,55312746,10
55312746,742749379623165955,8
553991829,109065990,3
554273349,884024311,3
555373277,429229693,4
557468072,331376866,3
557848699,2534195028,3
558430987,705551641181863936,4
558635692,26487169,3
559645321,199056422,3
559969624,559969624,9
56037463,56037463,6
56038149,111216929,3
560796972,26487169,9
560796972,39344374,3
560796972,471672239,4
562210783,26487169,5
56249795,56037463,8
562574718,471672239,3
563330983,26487169,3
563997163,26487169,6
563997163,3383049855,3
563997163,471672239,4
563997163,563997163,4
565112744,471672239,3
56520458,112902058,3
566936555,471672239,3
56722736,459872442,3
567441660,79745758,3
567841401,26487169,4
570224711,471672239,4
57200416,2534195028,3
573053124,26487169,8
573053124,39344374,3
573053124,471672239,3
573649780,16163639,4
573649780,19211550,3
573649780,358545917,6
57410167,26487169,6
574176573,148291255,4
574374558,26487169,3
574915137,574915137,17
574915137,64595461,4
57655062,26487169,3
576870018,26487169,4
579661604,358545917,7
581898234,471672239,3
582158348,24127811,3
58246576,26487169,3
582562920,109065990,5
583122991,3326947147,4
583252309,438829074,5
583252309,466144416,3
58371104,358545917,3
587783109,24127811,4
58823342,26487169,3
588617041,16163639,3
58869220,122455671,3
58869220,14669951,3
58869220,26487169,4
58869220,471672239,8
58869220,715507162764689408,4
58869220,748556263055835136,3
59034611,111216929,3
590377707,330729127,3
59141515,26487169,3
59141515,779739206339928064,4
591505507,16163639,3
591505507,358545917,3
592871551,26487169,3
592871551,471672239,3
593726287,471672239,3
59541841,3284112337,3
59593456,236487888,5
59926008,24127811,3
599445694,16888374,3
599445694,174770559,3
599445694,4870642869,3
600581533,24127811,8
60077550,26487169,3
600865128,16163639,4
600865128,358545917,6
603192171,429229693,3
603758566,710990834972233728,3
604115899,26487169,4
604115899,39344374,3
604115899,471672239,7
60448759,471672239,3
605963171,2461452080,3
60893069,26487169,7
60893069,60893069,4
60985267,25320639,3
61015562,61015562,5
612197548,24127811,13
612785431,779739206339928064,3
61292472,110213124,6
613703460,236487888,4
615511449,111216929,3
617437197,431917957,3
618738927,26487169,4
620640900,24127811,6
620640900,438829074,3
620640900,611986351,3
62312112,49698134,3
623258004,2534195028,3
62493973,26487169,5
625640550,26487169,11
625640550,358545917,4
625640550,471672239,3
62835123,471672239,3
628789551,3284112337,5
630659946,26487169,3
630659946,471672239,3
63357527,26487169,10
634001152,25073877,3
634127491,331376866,5
634981299,604940737,4
635090589,111216929,3
635090589,4890462791,3
636732886,111216929,6
63843485,26487169,4
63972356,26487169,3
64357440,26487169,3
64487506,26487169,4
64595461,471672239,3
65075709,358545917,4
65484730,24127811,12
65484730,65484730,3
65572289,24127811,3
66054233,66054233,3
66598468,66598468,4
66748464,35511525,3
67074262,24127811,6
67074262,66533920,4
67514697,26487169,3
67514697,721737068322271232,3
67514751,358545917,3
67595149,466144416,3
67765647,26487169,4
68166416,934785902,3
68889823,26487169,4
68892218,26487169,3
69053,111216929,4
69190453,393190233,3
694942211834798080,24127811,10
69585681,4761064634,3
699750351218593793,26487169,7
700404424242364416,4780854029,4
70053704,4584443975,3
700661366064095232,700661366064095232,3
700687899,26487169,3
700760229051379713,26487169,4
701044608713695233,26487169,3
701191479654481923,3284112337,3
701191479654481923,471672239,3
701192223283503104,4761064634,3
701253999228354560,26487169,12
701280249334476801,2534195028,3
701280249334476801,466144416,4
701915942436077568,701915942436077568,9
702313144346017792,2534195028,3
702313144346017792,471672239,3
702341203078070272,26487169,4
702396709297635329,26487169,3
702465173919956992,702465173919956992,5
702649250027536385,26487169,4
70268834,109065990,3
702864948691607552,4761064634,3
702874160528121856,26487169,3
702895208497856512,471672239,3
702918648927641600,466144416,3
702963029521076224,277792122,3
703001594007130112,24127811,11
703075064514682880,3914047581,3
703247602381418496,703247602381418496,3
703249639479316480,703249639479316480,3
703317145200025600,26487169,3
703405470195658753,26487169,3
703568996851777536,19173608,3
703568996851777536,26487169,3
703568996851777536,4761064634,3
703650526844620800,26487169,5
